Transcript stable ID version	Chromosome/scaffold name	Strand	Transcription start site (TSS)
ENST00000557702.5	14	1	23322022
ENST00000314616.11	17	1	28662205
ENST00000425675.7	19	-1	55461642
ENST00000085068.7	19	-1	55461645
ENST00000230431.11	6	-1	43229481
ENST00000278671.10	11	-1	72103297
ENST00000318037.3	3	-1	196503768
ENST00000221665.5	19	-1	55599517
ENST00000329970.8	6	1	110958706
ENST00000270460.11	19	1	55675226
ENST00000085079.11	19	1	55675245
ENST00000337620.8	7	1	26201162
ENST00000370544.10	1	1	87328880
ENST00000370542.1	1	1	87331668
ENST00000257181.10	1	1	52404602
ENST00000223321.9	7	-1	42932174
ENST00000445517.1	7	-1	42932185
ENST00000443527.6	11	1	45847406
ENST00000223324.3	7	1	42932376
ENST00000268704.7	16	1	89508410
ENST00000565891.2	16	1	89554486
ENST00000422514.7	17	1	28719985
ENST00000394935.7	17	1	28720264
ENST00000378750.10	11	-1	45917877
ENST00000305536.11	X	1	130401987
ENST00000361731.4	6	-1	166342545
ENST00000369110.8	6	-1	105454062
ENST00000357519.9	11	-1	65888471
ENST00000451562.5	7	1	44796680
ENST00000489459.5	7	1	44796681
ENST00000355968.10	7	1	44796681
ENST00000468812.6	7	1	44796681
ENST00000222690.10	7	-1	44848077
ENST00000308153.9	7	-1	44848087
ENST00000253108.9	19	-1	10119899
ENST00000312579.4	11	1	65890673
ENST00000395699.5	7	-1	44885530
ENST00000449692.3	11	-1	65919062
ENST00000312515.7	11	1	65919426
ENST00000572195.3	17	1	2042022
ENST00000312397.10	11	1	65961734
ENST00000468024.5	X	1	103585492
ENST00000472484.6	X	1	103585515
ENST00000494801.5	X	1	103585563
ENST00000296255.8	3	-1	128650818
ENST00000249442.11	2	1	176269442
ENST00000217901.10	X	-1	153794375
ENST00000314761.9	2	1	189441474
ENST00000301364.10	17	-1	2336457
ENST00000445560.6	11	1	66002228
ENST00000229379.3	12	1	120438113
ENST00000546954.2	12	-1	120446384
ENST00000392508.2	12	1	120496091
ENST00000242577.11	12	1	120496113
ENST00000530758.2	3	1	10115675
ENST00000288532.11	12	-1	120529158
ENST00000322535.11	11	1	66052364
ENST00000530981.1	11	1	66060691
ENST00000223369.3	7	1	44200978
ENST00000311481.11	11	1	66268639
ENST00000350697.8	3	-1	10321112
ENST00000297185.9	5	-1	138575401
ENST00000361357.7	17	1	63622442
ENST00000256682.9	12	-1	48957487
ENST00000359957.8	11	-1	66345104
ENST00000311181.5	11	-1	66347629
ENST00000238647.5	14	-1	77028708
ENST00000290158.9	17	1	47649919
ENST00000269967.4	19	1	41310172
ENST00000320580.9	11	1	66070272
ENST00000372950.6	10	-1	73247255
ENST00000372945.8	10	-1	73252644
ENST00000306058.9	20	1	32359747
ENST00000326912.8	3	1	49020459
ENST00000326925.11	3	1	49022121
ENST00000537328.6	11	-1	61792599
ENST00000295899.10	3	-1	63863805
ENST00000297156.4	5	1	134738548
ENST00000514518.1	5	1	134738583
ENST00000377351.8	X	1	47190861
ENST00000335972.11	X	1	47193829
ENST00000451702.2	X	1	47197199
ENST00000608872.6	9	-1	120793416
ENST00000453291.2	9	-1	120793396
ENST00000355749.7	7	-1	123557818
ENST00000309971.9	9	1	128504719
ENST00000313115.11	5	-1	151758631
ENST00000223023.5	7	-1	123749003
ENST00000252816.10	19	-1	18323071
ENST00000502976.5	3	-1	129183905
ENST00000422453.7	3	-1	129183896
ENST00000451728.6	3	-1	129183899
ENST00000377811.4	X	-1	47144702
ENST00000276062.9	X	-1	47144710
ENST00000369043.8	10	-1	121928031
ENST00000412215.5	7	1	100676121
ENST00000393924.1	7	1	100676138
ENST00000372134.6	10	1	84139509
ENST00000361383.11	20	1	37694030
ENST00000356654.8	12	1	6924463
ENST00000396684.3	12	1	6927959
ENST00000329138.9	17	1	81684011
ENST00000537087.5	12	1	6943834
ENST00000229281.6	12	1	6944022
ENST00000521672.6	5	1	171387799
ENST00000351986.10	5	1	171387829
ENST00000393820.2	5	1	171387851
ENST00000303151.5	7	1	100706121
ENST00000374293.5	9	1	111661605
ENST00000375911.2	6	-1	31660778
ENST00000396705.10	12	1	6867531
ENST00000332499.4	17	1	45148475
ENST00000258960.7	17	1	45061317
ENST00000527958.6	11	1	117144287
ENST00000376663.8	10	1	22321099
ENST00000296597.10	5	1	60945205
ENST00000338205.9	9	-1	111484357
ENST00000312865.10	19	1	49818289
ENST00000202834.12	20	-1	5113076
ENST00000420826.7	17	-1	75182959
ENST00000314523.7	17	-1	75182956
ENST00000318364.13	10	-1	100987497
ENST00000361204.9	22	1	41833105
ENST00000316157.8	10	-1	931705
ENST00000275732.5	7	-1	100689448
ENST00000278412.7	11	-1	57335892
ENST00000552056.5	12	-1	76068993
ENST00000393263.7	12	-1	76084666
ENST00000547773.5	12	-1	76084729
ENST00000535020.6	12	-1	76084612
ENST00000548044.5	12	-1	76084666
ENST00000547704.5	12	-1	76084684
ENST00000258739.9	7	-1	6484152
ENST00000379751.5	20	-1	3786740
ENST00000394123.7	5	1	151771910
ENST00000245539.11	17	1	75261879
ENST00000439383.5	3	1	184300581
ENST00000370223.7	10	1	100997072
ENST00000454422.2	10	1	100999808
ENST00000372014.5	6	-1	44127452
ENST00000381334.10	4	1	55395957
ENST00000316804.10	17	-1	75405678
ENST00000537169.1	X	1	101623361
ENST00000356554.7	1	1	117367449
ENST00000586895.6	19	1	9827918
ENST00000358666.7	19	1	9827892
ENST00000225430.9	17	1	39200283
ENST00000579374.5	17	1	39200316
ENST00000233609.8	19	1	1438358
ENST00000362091.9	10	1	5890243
ENST00000307771.8	X	1	15790484
ENST00000409185.5	2	-1	131093428
ENST00000249289.5	7	1	128862856
ENST00000402297.6	2	1	37196496
ENST00000234170.10	2	-1	37231596
ENST00000372422.7	6	-1	43516926
ENST00000331479.4	22	1	42079700
ENST00000263346.13	16	1	89873592
ENST00000402752.5	22	1	20117424
ENST00000331821.8	22	1	20117505
ENST00000336133.8	12	-1	55817724
ENST00000574876.5	17	-1	4704129
ENST00000374206.4	9	-1	113275572
ENST00000362034.7	11	-1	68903832
ENST00000301458.10	19	-1	8308358
ENST00000374169.7	9	-1	113410382
ENST00000600659.3	19	1	8321496
ENST00000372171.5	6	1	43635840
ENST00000293777.6	17	1	4731428
ENST00000328024.11	19	1	8390360
ENST00000594216.1	19	1	8390393
ENST00000270586.8	17	1	4796164
ENST00000316292.13	6	-1	73521018
ENST00000309268.11	6	-1	73521032
ENST00000331523.7	6	-1	73521840
ENST00000330720.7	19	-1	48391551
ENST00000439977.7	16	1	56932142
ENST00000233331.12	2	1	74455087
ENST00000084795.9	19	-1	48617884
ENST00000549273.5	19	-1	48619177
ENST00000258105.8	2	-1	74472680
ENST00000593256.6	19	-1	11346300
ENST00000588560.5	19	-1	11346248
ENST00000219204.8	16	1	57245259
ENST00000375663.8	6	-1	31795752
ENST00000219139.8	16	1	67109941
ENST00000303400.9	4	1	1289891
ENST00000393818.3	17	1	42562148
ENST00000375661.6	6	-1	31806966
ENST00000375882.7	6	1	31666080
ENST00000309428.10	17	-1	42609374
ENST00000379378.8	16	1	67192155
ENST00000379607.10	X	-1	20141838
ENST00000304800.14	16	1	67227130
ENST00000273968.5	4	-1	88523776
ENST00000376630.5	6	1	30489509
ENST00000376511.7	6	-1	30617243
ENST00000596873.1	19	1	49496432
ENST00000270625.7	19	1	49496434
ENST00000599561.1	19	1	49496454
ENST00000596358.6	19	-1	49580556
ENST00000239666.9	X	-1	70289927
ENST00000262225.8	12	1	123584552
ENST00000254654.8	2	-1	238203695
ENST00000424014.7	12	-1	123633686
ENST00000367846.8	1	-1	167936040
ENST00000271373.9	1	-1	167937072
ENST00000240851.9	3	1	100709494
ENST00000476228.5	3	1	100709606
ENST00000378764.6	10	1	13099603
ENST00000378757.6	10	1	13100169
ENST00000360565.8	19	1	49642209
ENST00000287600.9	2	-1	231781282
ENST00000398884.7	6	1	41787662
ENST00000398881.4	6	1	41787694
ENST00000376582.7	X	-1	48898143
ENST00000395719.7	4	-1	75673114
ENST00000370179.8	20	1	63520765
ENST00000409558.8	2	-1	64019072
ENST00000216218.8	22	-1	40856639
ENST00000411695.1	22	-1	40854598
ENST00000218056.9	X	1	48597492
ENST00000376729.10	X	1	48597492
ENST00000217971.8	X	1	119236285
ENST00000317881.9	X	1	119468444
ENST00000371558.7	X	1	119574563
ENST00000007390.3	16	-1	1351878
ENST00000206380.8	17	-1	44014963
ENST00000293406.8	17	-1	44066671
ENST00000367478.9	1	-1	186375253
ENST00000331457.9	22	1	31399604
ENST00000401695.8	5	-1	150449696
ENST00000521466.5	5	-1	150448913
ENST00000380412.7	16	-1	30526566
ENST00000562803.1	16	-1	30526821
ENST00000264555.10	11	1	576470
ENST00000422285.7	X	1	19343927
ENST00000379804.1	X	1	19355582
ENST00000474315.5	20	-1	2664189
ENST00000380843.9	20	-1	2664216
ENST00000379888.9	10	1	6089034
ENST00000447032.1	10	1	6104971
ENST00000455127.7	17	-1	81833291
ENST00000538396.5	17	-1	81833291
ENST00000356166.11	16	1	30658431
ENST00000287468.5	16	1	30664457
ENST00000372133.8	6	-1	43687791
ENST00000325974.9	7	1	5898733
ENST00000579978.5	17	1	81891720
ENST00000571024.6	17	1	81891723
ENST00000574924.6	17	1	81891732
ENST00000571874.6	17	1	81891746
ENST00000394886.7	5	-1	138213323
ENST00000228284.8	12	-1	108561159
ENST00000269886.7	19	-1	4400547
ENST00000262506.8	16	-1	58198106
ENST00000563307.2	16	-1	58188881
ENST00000375344.8	9	1	94374569
ENST00000239906.10	5	1	138338266
ENST00000319285.5	16	-1	30430030
ENST00000301281.11	19	-1	4457794
ENST00000311893.14	12	1	108562596
ENST00000416614.7	4	-1	2963406
ENST00000451315.7	6	1	13615335
ENST00000011619.6	6	-1	13711835
ENST00000358406.10	7	1	143263441
ENST00000479303.1	7	1	143263456
ENST00000392185.8	6	1	157823246
ENST00000262056.14	12	1	53006456
ENST00000420463.7	12	1	53006456
ENST00000531709.6	11	-1	62805470
ENST00000294172.7	11	-1	62805440
ENST00000527902.5	11	-1	62796082
ENST00000339834.10	10	1	102854259
ENST00000360270.7	X	1	65667654
ENST00000404739.8	10	-1	103193272
ENST00000221448.9	19	1	49085451
ENST00000372692.8	9	1	128683655
ENST00000322030.13	9	1	128689222
ENST00000322764.10	7	1	143381345
ENST00000354434.8	7	1	143381575
ENST00000392910.6	7	1	143381907
ENST00000369550.10	X	1	154762864
ENST00000476781.6	3	-1	179604638
ENST00000392659.2	3	-1	179604649
ENST00000170168.9	19	-1	1848483
ENST00000265245.10	3	-1	194672191
ENST00000292577.12	19	-1	1885496
ENST00000256496.8	3	1	5122292
ENST00000199320.9	5	-1	62403905
ENST00000255641.13	19	1	1941172
ENST00000218348.7	X	1	47232866
ENST00000359523.7	1	1	167721982
ENST00000392121.7	1	1	167721989
ENST00000507019.5	4	1	83455983
ENST00000295491.9	4	1	83456058
ENST00000353999.6	7	1	74174356
ENST00000373451.9	6	1	37433221
ENST00000215570.8	19	-1	2427586
ENST00000591871.1	19	-1	2427538
ENST00000570382.2	17	-1	81512818
ENST00000571691.6	17	-1	81512799
ENST00000360507.10	2	-1	219176925
ENST00000447750.7	X	1	154437154
ENST00000263246.8	22	-1	43015149
ENST00000317897.5	3	-1	184712064
ENST00000215565.3	19	-1	14572066
ENST00000451311.7	X	1	12975110
ENST00000380636.1	X	1	12975110
ENST00000331483.9	17	-1	81860535
ENST00000415593.6	17	-1	81860533
ENST00000376745.9	11	-1	67401858
ENST00000251413.8	17	1	42609683
ENST00000435275.5	10	1	78033760
ENST00000464716.6	10	1	78033863
ENST00000360830.9	10	1	78033863
ENST00000372360.9	10	1	78033863
ENST00000253794.7	17	1	42773449
ENST00000304478.9	17	1	782353
ENST00000380394.9	9	-1	19380236
ENST00000315377.4	9	-1	19380198
ENST00000380381.3	9	-1	19380236
ENST00000297157.8	7	-1	33109404
ENST00000294179.8	11	-1	62832051
ENST00000332118.11	11	-1	126268895
ENST00000308683.3	5	-1	16465800
ENST00000228495.11	12	-1	109477300
ENST00000357067.7	4	-1	182917379
ENST00000257787.6	6	-1	87702233
ENST00000378572.8	10	1	13586965
ENST00000281871.11	2	1	130182262
ENST00000342166.10	2	-1	32039805
ENST00000377575.3	6	1	26538366
ENST00000296674.13	5	-1	82278354
ENST00000512493.5	5	-1	82278351
ENST00000510019.5	5	-1	82278396
ENST00000507980.1	5	-1	82278354
ENST00000370476.10	10	1	99732234
ENST00000016171.6	10	-1	99732127
ENST00000370483.9	10	-1	99732100
ENST00000376772.8	6	1	30067198
ENST00000307720.4	4	-1	158723396
ENST00000507213.1	4	-1	158710821
ENST00000434701.5	10	-1	99620147
ENST00000370495.6	10	-1	99620439
ENST00000331738.12	12	-1	122526936
ENST00000432999.6	11	-1	10858073
ENST00000366607.5	1	-1	235128837
ENST00000248594.11	7	1	77537295
ENST00000231238.10	5	1	160009139
ENST00000313334.13	1	1	52056295
ENST00000472944.6	1	1	52056304
ENST00000375203.8	6	-1	32128246
ENST00000309032.8	11	-1	64284665
ENST00000315869.8	X	-1	49043357
ENST00000366647.9	1	1	231241212
ENST00000327492.4	22	-1	41446801
ENST00000323013.7	22	-1	42519796
ENST00000267202.7	12	-1	122896124
ENST00000236671.7	11	-1	1763927
ENST00000287859.11	1	1	186375838
ENST00000375107.8	6	-1	32176084
ENST00000295901.9	3	-1	64023494
ENST00000391857.9	19	1	49487608
ENST00000467825.2	19	1	49487634
ENST00000375050.6	6	-1	32190202
ENST00000453744.7	4	-1	102827551
ENST00000394801.8	4	-1	102827948
ENST00000394803.9	4	-1	102828159
ENST00000343106.9	4	-1	102827122
ENST00000233575.7	2	1	27370616
ENST00000257857.9	12	-1	55729009
ENST00000420846.7	12	-1	55728650
ENST00000546939.5	12	-1	55727900
ENST00000552692.5	12	-1	55728482
ENST00000549117.5	12	-1	55729707
ENST00000327892.13	6	1	30720352
ENST00000596731.7	19	-1	12669415
ENST00000222190.9	19	-1	12669403
ENST00000598732.1	19	-1	12669401
ENST00000233557.7	2	1	27427790
ENST00000379852.8	2	1	27428631
ENST00000242784.5	19	-1	12734684
ENST00000357332.8	19	1	12737497
ENST00000261461.7	1	1	212285410
ENST00000354884.8	11	1	47408631
ENST00000524928.1	11	1	47410085
ENST00000301522.3	19	-1	12801800
ENST00000301738.9	16	1	2682523
ENST00000263774.9	11	1	47579074
ENST00000351193.7	3	1	161221311
ENST00000366997.9	1	-1	211830763
ENST00000373719.8	X	1	71533104
ENST00000263773.10	11	-1	47767341
ENST00000244061.6	20	1	49936397
ENST00000356978.9	14	1	90397029
ENST00000553542.5	14	1	90397056
ENST00000250454.8	14	-1	34539701
ENST00000262033.11	12	-1	56688284
ENST00000554455.5	14	-1	21269425
ENST00000430246.6	14	-1	21265516
ENST00000555914.5	14	-1	21269404
ENST00000285814.9	2	-1	121736875
ENST00000306562.8	1	1	248838224
ENST00000389682.8	2	1	121755651
ENST00000541152.6	17	1	77450737
ENST00000230461.11	6	-1	75284792
ENST00000550920.6	12	-1	56725286
ENST00000393891.8	12	-1	56725267
ENST00000546392.6	12	-1	56725516
ENST00000552055.5	12	-1	56725036
ENST00000549855.5	12	-1	56731628
ENST00000257245.9	11	-1	57530754
ENST00000265393.10	7	1	27740095
ENST00000396319.7	7	1	27740162
ENST00000252603.7	19	1	17511649
ENST00000327141.9	19	-1	3062495
ENST00000221561.12	19	-1	3063107
ENST00000586839.1	19	-1	3061404
ENST00000215115.5	16	-1	30894077
ENST00000322203.7	6	1	35468401
ENST00000351500.7	12	1	53295525
ENST00000334478.9	12	1	53295542
ENST00000267103.10	12	1	53299695
ENST00000325167.9	17	1	80991841
ENST00000369239.10	6	-1	99425308
ENST00000438806.5	6	-1	99425331
ENST00000262455.7	9	-1	100099000
ENST00000261396.6	1	-1	229508341
ENST00000327158.5	17	1	997129
ENST00000264335.13	17	-1	1400222
ENST00000571732.5	17	-1	1400220
ENST00000428304.7	14	1	22598300
ENST00000358337.10	5	1	140664904
ENST00000426431.2	12	1	53380639
ENST00000262812.9	19	-1	18919387
ENST00000296456.10	3	1	49674351
ENST00000366535.4	1	-1	244451909
ENST00000262061.7	12	1	54325131
ENST00000247003.9	19	1	18919715
ENST00000297071.9	7	-1	23531981
ENST00000392325.9	17	-1	82648444
ENST00000229238.5	12	-1	6493262
ENST00000543959.5	12	-1	6493718
ENST00000355072.11	4	1	3074681
ENST00000269373.11	17	1	82716706
ENST00000592741.5	19	1	11435635
ENST00000265909.9	11	-1	130916479
ENST00000229239.10	12	1	6534517
ENST00000396856.5	12	1	6534532
ENST00000396859.5	12	1	6534754
ENST00000355528.9	17	1	82752065
ENST00000064778.8	11	-1	73598189
ENST00000215574.9	19	1	531760
ENST00000309422.7	11	1	64234584
ENST00000426086.3	11	1	64234584
ENST00000272930.9	2	1	237967014
ENST00000221566.7	19	-1	2783273
ENST00000393623.6	19	-1	10502896
ENST00000340941.11	5	1	71587340
ENST00000308162.10	11	-1	65858180
ENST00000525451.6	11	-1	65859415
ENST00000339594.9	7	-1	73522293
ENST00000404251.1	7	-1	73522278
ENST00000261479.9	14	1	35292382
ENST00000308110.9	11	1	65860433
ENST00000514455.5	5	-1	181238663
ENST00000509148.1	5	-1	181238195
ENST00000376817.8	5	-1	181243903
ENST00000507000.5	5	-1	181248096
ENST00000216479.8	14	1	77458093
ENST00000214869.7	19	-1	10836212
ENST00000264933.9	5	1	271646
ENST00000507528.5	5	1	271657
ENST00000006777.11	7	1	75879034
ENST00000557016.6	14	-1	69398299
ENST00000334256.9	3	-1	160565571
ENST00000337304.2	22	1	39520564
ENST00000396680.3	22	1	39520576
ENST00000306802.8	4	1	122324464
ENST00000259457.8	9	-1	124415442
ENST00000263780.9	3	1	87227309
ENST00000264198.5	1	-1	20508151
ENST00000315758.10	7	1	76048106
ENST00000317534.6	7	-1	43869517
ENST00000336735.9	14	-1	81533853
ENST00000232888.7	3	-1	51941904
ENST00000374550.8	1	1	23691742
ENST00000458455.2	1	1	23692306
ENST00000222330.8	19	-1	42242602
ENST00000246151.9	1	1	23778418
ENST00000266529.8	12	-1	42326094
ENST00000225972.8	17	-1	50397523
ENST00000203630.10	12	-1	6753141
ENST00000435120.5	12	-1	6752916
ENST00000339012.7	2	1	55519604
ENST00000204679.9	16	1	1351931
ENST00000360876.9	7	1	2354827
ENST00000397011.2	7	1	2354882
ENST00000378667.1	5	1	132866630
ENST00000378670.8	5	1	132866642
ENST00000240055.8	12	-1	104138210
ENST00000551727.5	12	-1	104138017
ENST00000554882.6	14	-1	31207718
ENST00000373669.8	X	1	72181757
ENST00000263956.8	2	-1	196799683
ENST00000316084.10	X	-1	72277248
ENST00000241600.10	9	1	135500682
ENST00000340611.9	7	-1	2555524
ENST00000251636.10	5	-1	55307694
ENST00000294189.11	3	-1	51995895
ENST00000426907.5	X	-1	53549505
ENST00000320848.7	4	-1	6709865
ENST00000320776.5	4	1	6716174
ENST00000391851.8	19	1	49677152
ENST00000454376.7	19	1	49677271
ENST00000393381.3	4	-1	169757944
ENST00000295682.6	1	-1	155173304
ENST00000305533.10	3	-1	52239158
ENST00000223641.5	9	1	99222282
ENST00000342320.8	4	1	26362436
ENST00000460680.6	3	-1	52410008
ENST00000469613.5	3	-1	52404477
ENST00000296288.9	3	-1	52409914
ENST00000313010.8	11	-1	82900430
ENST00000393399.6	11	-1	82900430
ENST00000304858.7	5	1	133052013
ENST00000546500.5	12	1	54280193
ENST00000550482.2	12	1	54280704
ENST00000340913.11	12	1	54280726
ENST00000547708.5	12	1	54280748
ENST00000330752.12	12	1	54280775
ENST00000547276.5	12	1	54280780
ENST00000443387.3	19	1	36215106
ENST00000264255.8	2	-1	99336333
ENST00000399075.6	4	-1	119304445
ENST00000335508.11	2	-1	197435028
ENST00000424674.1	2	-1	197399028
ENST00000487698.5	2	-1	197435079
ENST00000199706.13	16	-1	370538
ENST00000325222.9	7	1	148698903
ENST00000414487.7	1	1	203861599
ENST00000233893.10	2	1	197500379
ENST00000332707.10	12	1	64404392
ENST00000324545.9	X	1	41085445
ENST00000378308.7	X	1	41085445
ENST00000507777.6	3	-1	139389676
ENST00000248342.9	19	1	38619188
ENST00000548249.6	12	-1	57547192
ENST00000556260.6	14	1	101761870
ENST00000328724.9	14	1	101761885
ENST00000445439.7	14	1	101809895
ENST00000334743.9	14	1	101809895
ENST00000335895.12	5	1	73498408
ENST00000380591.8	5	1	73498442
ENST00000260956.9	2	1	169798871
ENST00000254928.10	17	1	28855016
ENST00000259339.7	9	1	129803184
ENST00000351698.5	9	-1	129824136
ENST00000372447.7	9	-1	129835275
ENST00000388968.8	2	-1	197499840
ENST00000332830.9	17	-1	28951518
ENST00000374685.8	6	-1	33200614
ENST00000374680.4	6	-1	33200665
ENST00000374656.5	6	1	33208500
ENST00000445902.3	6	-1	33271876
ENST00000299980.9	16	-1	71808834
ENST00000370025.9	1	1	108692310
ENST00000370008.4	1	1	108746674
ENST00000281031.5	11	-1	78079862
ENST00000525085.1	11	-1	78079819
ENST00000528164.1	11	-1	78079861
ENST00000474973.5	6	1	33272075
ENST00000299259.10	15	-1	49155661
ENST00000338272.9	1	1	109090764
ENST00000374617.9	6	-1	33289239
ENST00000343043.7	1	1	155689083
ENST00000368336.10	1	1	155689091
ENST00000233084.8	2	1	15591868
ENST00000301585.10	17	1	75012670
ENST00000301587.9	17	-1	75046969
ENST00000263377.6	19	-1	15280451
ENST00000371835.8	19	-1	15280451
ENST00000380516.7	15	-1	58933679
ENST00000288937.7	11	-1	6683340
ENST00000359653.4	10	1	124942123
ENST00000319725.10	9	1	130579577
ENST00000375664.8	10	1	28532493
ENST00000354911.9	10	1	28533118
ENST00000347934.8	10	1	28533313
ENST00000340139.10	4	-1	105708689
ENST00000368320.7	1	-1	155934399
ENST00000368321.8	1	-1	155934413
ENST00000313368.8	5	-1	141320784
ENST00000559471.6	15	-1	49046446
ENST00000295702.9	1	-1	156020951
ENST00000440410.5	7	1	107891173
ENST00000205402.10	7	1	107891183
ENST00000217893.10	5	-1	69369520
ENST00000316448.10	19	1	12938609
ENST00000382581.5	4	1	6640685
ENST00000368309.4	1	-1	156053798
ENST00000417647.7	5	1	140647829
ENST00000374516.8	6	1	33411014
ENST00000421699.8	9	-1	128276026
ENST00000552039.2	17	1	7012632
ENST00000353555.9	19	1	572596
ENST00000304056.9	7	-1	32891760
ENST00000322723.9	2	-1	231464484
ENST00000356936.6	2	-1	231464353
ENST00000488034.6	6	-1	33418107
ENST00000374500.10	6	-1	33418317
ENST00000607266.5	6	-1	33417931
ENST00000440279.7	6	-1	33417921
ENST00000519374.6	5	1	172983771
ENST00000265093.4	5	1	172983816
ENST00000429344.7	19	-1	3626790
ENST00000273223.10	3	-1	12841546
ENST00000435983.5	3	-1	12841545
ENST00000457131.1	3	-1	12841544
ENST00000335312.8	19	-1	3700468
ENST00000393784.8	5	1	172834251
ENST00000358435.9	7	-1	22822849
ENST00000251527.10	7	-1	158829628
ENST00000274811.9	5	-1	176537402
ENST00000336126.6	10	1	91220663
ENST00000005340.10	17	-1	7234517
ENST00000339399.5	9	1	97983341
ENST00000351842.8	3	-1	49340033
ENST00000366615.10	1	1	234373456
ENST00000302386.10	17	-1	7242449
ENST00000577035.5	17	-1	7241819
ENST00000573928.1	17	-1	7242447
ENST00000572043.5	17	-1	7252491
ENST00000327827.12	16	1	9091644
ENST00000345330.9	15	-1	73633389
ENST00000351217.10	15	-1	73634134
ENST00000394264.7	9	1	68780065
ENST00000325748.9	2	-1	178451175
ENST00000245812.8	19	1	6372794
ENST00000300291.10	16	-1	56451332
ENST00000394456.10	19	-1	6393164
ENST00000306917.5	15	1	68277745
ENST00000272348.7	2	-1	70293740
ENST00000296802.9	5	1	74766991
ENST00000308696.11	2	1	231056867
ENST00000261973.12	14	1	73058534
ENST00000368884.8	1	1	151254734
ENST00000336314.9	5	1	154712843
ENST00000303127.12	5	-1	177351668
ENST00000379719.8	11	1	9384652
ENST00000331710.10	12	1	64452120
ENST00000301765.10	11	-1	61161426
ENST00000373840.9	9	-1	121201869
ENST00000301764.12	11	-1	61333105
ENST00000304312.5	4	-1	674276
ENST00000588234.6	19	1	13774456
ENST00000399423.8	14	-1	24242663
ENST00000268482.8	16	1	72093847
ENST00000261070.7	3	-1	119677406
ENST00000315127.9	15	-1	74696024
ENST00000356401.9	3	1	48918842
ENST00000393593.8	4	-1	184474550
ENST00000200639.9	X	-1	120469296
ENST00000371335.4	X	-1	120469306
ENST00000422424.7	16	-1	66934402
ENST00000354910.10	3	-1	134485985
ENST00000228515.6	12	-1	51083596
ENST00000327347.10	10	-1	13348293
ENST00000261674.9	12	1	131711090
ENST00000245458.11	14	-1	49586380
ENST00000321867.6	12	1	131894622
ENST00000298289.7	14	-1	49620626
ENST00000396981.7	17	-1	4366675
ENST00000397128.7	5	-1	40798374
ENST00000274242.10	5	-1	40835222
ENST00000508493.1	5	-1	40835212
ENST00000221859.9	19	-1	36114875
ENST00000589996.5	19	1	36115519
ENST00000585746.1	19	1	36115838
ENST00000587718.5	19	1	36140108
ENST00000588815.5	19	1	36140127
ENST00000507277.2	5	1	134371184
ENST00000265339.7	5	1	134371569
ENST00000308436.11	11	-1	62591637
ENST00000458198.3	5	-1	134411881
ENST00000299767.10	12	1	103930410
ENST00000361272.9	8	-1	17246857
ENST00000361246.7	14	-1	103057549
ENST00000396591.8	5	1	69094014
ENST00000538833.6	17	-1	82062973
ENST00000542088.2	17	-1	82060775
ENST00000582529.5	17	-1	82065887
ENST00000280987.9	14	1	35046272
ENST00000408901.8	14	1	23469703
ENST00000222224.4	19	-1	54159721
ENST00000302907.9	19	1	54200858
ENST00000391751.7	19	1	54200874
ENST00000391753.6	19	1	54201133
ENST00000248566.4	7	-1	96709846
ENST00000274787.3	5	1	176388751
ENST00000262238.10	14	1	100239144
ENST00000524958.6	11	-1	62665210
ENST00000261942.7	5	1	176448385
ENST00000301935.10	11	-1	62679073
ENST00000534176.1	11	-1	62679081
ENST00000309534.10	3	-1	88059048
ENST00000369278.5	6	1	96521806
ENST00000301785.7	11	-1	62727457
ENST00000370631.4	10	1	97640671
ENST00000332598.7	5	1	177592203
ENST00000264451.12	4	1	41990530
ENST00000439696.3	14	-1	68793067
ENST00000029410.10	5	1	177600132
ENST00000247930.5	7	-1	149461062
ENST00000295087.13	2	-1	151828421
ENST00000544216.8	19	1	34172504
ENST00000433627.9	19	1	34172568
ENST00000376228.10	6	-1	31272092
ENST00000380629.7	8	1	26383054
ENST00000358344.8	5	1	178204533
ENST00000355836.9	5	1	178204539
ENST00000396049.5	2	-1	74178879
ENST00000602866.5	11	-1	47426266
ENST00000298852.8	11	-1	47426439
ENST00000228825.12	12	-1	110450337
ENST00000221114.8	8	1	30156369
ENST00000274606.8	5	-1	178153885
ENST00000228827.8	12	-1	110468257
ENST00000341942.10	7	1	100148918
ENST00000360579.11	12	-1	110502099
ENST00000588301.5	19	-1	45692316
ENST00000370372.7	10	-1	100286680
ENST00000358689.9	8	-1	23457647
ENST00000292614.10	7	-1	102478922
ENST00000469257.2	17	1	41688885
ENST00000591776.5	17	1	41688887
ENST00000343242.9	7	1	1530702
ENST00000439590.6	17	1	74203582
ENST00000311111.11	17	1	74203678
ENST00000584577.5	17	1	74203693
ENST00000533498.1	17	1	74203704
ENST00000354300.5	12	-1	110583318
ENST00000373783.3	10	1	62804720
ENST00000288607.3	7	-1	1570032
ENST00000404674.7	7	-1	1570045
ENST00000335007.10	12	-1	110742891
ENST00000371627.5	10	1	91798426
ENST00000527673.2	11	-1	119018343
ENST00000369248.9	10	1	114821780
ENST00000262942.10	7	1	99325898
ENST00000368400.5	1	-1	155140531
ENST00000196061.5	1	1	11934717
ENST00000546079.5	19	1	44954591
